doitt gis
geographic
location
map
cartography
services
wifi
wireless
hot spot
access
telecommunication
311
311 service requests
2010
2011
2012
service request status
all service requests
location
map
cartography
basemap
transit
transportation
train
subway
travel
entrance
station
park
parks
nature
recreation
location
map
cartography
geographic
electricity
energy
environment
planning
power
utilities
geographic
location
map
cartography
zip
code
zip code
boundary
traffic
vehicles
route
schedules
doitt gis
geographic
location
map
cartography
education
college
university
universities
restaurant inspection results
restaurant inspection
grades
results
cafe
inspection
violation
nyc
health
dohmh
mental hygeine
department of health
doh
film
movie
scene
scenes from the city
jobs
tech
hurricane
evacuation
zone
emergency
storm
coastal storm
flood
flooding
parks
nature
recreation
location
map
cartography
water
fountain
park
geographic
library
services
queens
qpl
hours
schedule
doitt gis
boundary
district
community
demography
demographic
statistic
youth
development
zip
code
zip code
area
life
quality
statistic
community
geographic
location
map
cartography
property
building
perimeter
fire department
fdny
fd
fires
community board
station
fire station
fire house
emergency
911
parking
regulation
traffic
sign
signage
location
install
car
automobile
drive
driving
sanitation
scout
graffiti
complaint
request
public
department of finance
finance
dof
money
tickets
fines
traffic
parking ticket
violation
violations
vehicles
car
bus
automobile
truck
school
construction
authority
sca
capital
improvement
project
current
education
opendata catalog
catalog
dcat
datasets
directory
times square alliance
times square
crossroads
crossroads of the world
nyc
new york city
new york
manhattan
theater
food
screens
pedestrian
entertainment
tourism
sanitation
dsny
refuse
recycle
recycling
plastic
metal
paper
community
community district
tonnage
facility
facilities
health
patient
healthcare
healthcare provider
hospital
medicare
medicaid
parking facilities
car
automobile
map
location
cartography
site
bath
bathroom
wash
washroom
head
look
urinal
urine
relief
station
doe
education
schools
attendance
enrollment
district
absent
school district
parking
sign
regulation
car
automobile
traffic
traffic sign
travel
status
signage
street
curb
doe
programs
nyc
data
new york
nycgo
new york & company
new york & co.
co.
museum
museums
gallery
galleries
xml
data
nyc
the city
education
school
services
geographic
location
map
cartography
after school
after-school
program
doitt gis
property
finance
lease
agency
city-owned
private
consumer affairs
dcas
administrative services
ipis (integrated property information system)
ipis
mayor's office of operations
operations
ops
public safety
public
safety
cpr
crime
nypd
police
cop
cops
precinct
new york
zoning
database
public
space
zone
incentive
private
dcp
privately owned public spaces
operations
ops
federal stimulus
stimulus
funding
stimulus money
mayor's office of operations
geographic
location
map
cartography
neighborhood
historic
scenic
interest
area of interest
areas of interest
dcp
city planning
neighborhood names
gis
doitt gis
geographic
location
map
cartography
business
green
market
grocer
food
sale
sell
building
buildings
permit
permits
dob
building permits
restaurant
license
café
food
meal
sidewalk
consumer affairs
dca
payphone
wifi
usage
ppt
public pay telephone
hotspot
geographic
location
map
cartography
historic
landmark
preservation
preserve
conservation
conserve
interior
scenic
building
district
energy
power
environment
planning
construction
housing
property
block parties
street festivals
events
property
building
jurisdiction
boundary
district
community
demography
demographic
statistic
youth
development
zip
code
zip code
area
building
buildings
complaints
civil
service
civil service
title
dcp
public use micro data sample area
census
demographics
population
2012 nyc market list
dohmh
farmers market
green
food
health
twitter
facebook
nyc
agency
organization
data
building
buildings
jobs
electricity
energy
environment
planning
power
utilities
park
parks
nature
recreation
tree
census
arbor
geographic
manhattan
doitt gis
geographic
location
map
cartography
zip
code
zip code
boundary
popular names
name
health
males
boys
parking facilities
car
automobile
geographic
location
map
cartography
sidewalk
doitt gis
geographic
location
map
cartography
basemap
literacy
youth
311
311 service requests
2010
2011
service request status
all service requests
fire department
fdny
fd
fires
community board
station
fire station
fire house
emergency
911
boundary
district
community
demography
demographic
statistic
youth
development
neighborhood
school
education
landcover
tree
canopy
grass
water
buildings
roads
paved
raster
location
map
cartography
basemap
transit
transportation
train
subway
travel
entrance
station
transfer
doitt gis
laundry
license
laundromat
clothing
washing
cleaning
clothes
consumer affairs
dca
doe
famil guide
program
language
url
info
education
school
local law 48
local law
2011
dcas
administrative services
nyc
government
citywide
services
city council
council
data
spreadsheet
excel
xls
xlsx
city
city property
birth rate
mother age
labor
baby
data
health
finance
property
tax
value
valuation
assess
assessment
condense
condensed
roll
doitt gis
planimetric basemap polygon layer containing transportation structures
such as bridges
tunnels and overpasses.
volunteering
volunteers
volunteer opportunities
events
volunteer organizations
geographic
location
map
cartography
basemap
elevation
height
high
place
places
311
311 service requests
2010
2011
service request status
all service requests
park
parks
nature
recreation
tree
census
arbor
geographic
brooklyn
retail
sale
sell
license
store
electronics
consumer affairs
dca
map
location
cartography
site
art
public
permanent
culture
history
historical
monument
sculpture
statue
education
services
youth
community
development
school
child
children
laundry
license
laundromat
clothing
washing
cleaning
clothes
consumer affairs
dca
department of education
education
board of ed
school
schools
p.s.
jhs
is
high school
junior high school
elementary
learning
maps
museums
galleries
art
culture
museo
doitt gis
department of education
education
board of ed
school
schools
p.s.
jhs
is
high school
junior high school
elementary
learning
names
women
female
popular
health
girls
geographic
location
map
cartography
historic
district
history
landmark
preservation
preserve
manhattan
downtown
retail
block
lot
vendor
sale
sell
community
dcp
street
street name
street code
dictionary
snd
geographic
intersection
2011
2010
nyc
2010 nyc municipal building energy benchmarking results
benchmark
energy
energy intensity
emissions
municipal building
block
lot
2010 & 2011 nyc municipal building energy benchmarking results
energy
gas
power
environment
utilities
planning
business
taxi
vehicle
transportation
license
dcp
pad
property address directory
lot
tax lot
building
city planning
planning
block
business
taxi
vehicle
transportation
license
311
311 service requests
2009
all service requests
geographic
location
map
cartography
transportation
street
center
centerline
road
alley
path
311
311 service requests
2010
2011
2012
service request status
all service requests
health
safety
geographic
map
cartography
public
community
neighborhood
location
hospital
fund
boundary
boundaries
status
statistics
care
311
311 service requests
2010
2011
2012
service request status
all service requests
facility
facilities
health
patient
healthcare
healthcare provider
hospital
medicare
medicaid
map
location
cartography
emergency
oem
hospital
patient
ambulance
dispatch
ems
911
physician
doctor
nurse
specialist
intensive care
icu
er
injured
injury
sick
health
public safety
hospitals
doitt gis
geographic
location
map
cartography
transportation
nj
new jersey
train
station
path
transport
transit
traffic
doitt gis
parking
sign
regulation
car
automobile
traffic
traffic sign
travel
status
signage
street
curb
education
services
youth
community
development
school
child
children
time
park
parks
nature
recreation
location
map
cartography
geographic
doitt gis
tlc
taxi
medallion
cab
license
driver
dcp
demographic
social
economic
and housing profiles by borough
borough boundaries
data
water areas
dcp
times square alliance
times square
crossroads
crossroads of the world
nyc
new york city
new york
manhattan
theater
food
screens
pedestrian
entertainment
tourism
sanitation
dsny
refuse
recycle
recycling
plastic
metal
paper
community
community district
tonnage
capture
diversion
library
catalog
catalogue
report
study
studies
depository
records
publication
311
311 service requests
2010
2011
service request status
all service requests
parking
license
parking lot
lot
park
library
catalog
catalogue
brooklyn
book
author
title
edition
publisher
dob
department of buildings
buildings
disciplinary actions
electrician
plumber
master plumber
architect
engineer
surrender of privileges
elevator
offender
2010
2011
parking facilities
car
automobile
doitt gis
geographic
location
map
cartography
basemap
green
thumb
greenthumb
garden
grow
community
geographic
location
map
cartography
services
wifi
wireless
hot spot
access
telecommunication
park
parks
nature
recreation
location
map
cartography
geographic
times square alliance
times square
crossroads
crossroads of the world
nyc
new york city
new york
manhattan
theater
food
screens
pedestrian
entertainment
tourism
education
services
youth
community
development
community development
school
child
children
after-school
after-school programs
programs
employment
internships
job
jobs
internship
young adult
youth employment
nda
neighborhood
neighborhood development area
reading
writing
family
family literacy
immigration
immigrants
adolescent literacy
family support
senior
domestic violence
